Brand,Watch_Name,Price,MarketPrice,Discount,Link,ImageLink
DT,DT No 1 Smart Watch,"Rs. 4,849","
                Rs. 5,599            ","
                (13% OFF)            ",https://priceoye.pk/smart-watches/assorted/dt-no-1-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
H10,H10 Ultra Smart watch Series 8,"Rs. 7,199","
                Rs. 8,500            ","
                (15% OFF)            ",https://priceoye.pk/smart-watches/assorted/h10-ultra-smart-watch-series-8,https://static.priceoye.pk/images/product-placeholder.jpg
Haino,Haino Teko C1 Calling Watch (46mm),"Rs. 6,299","
                Rs. 9,500            ","
                (34% OFF)            ",https://priceoye.pk/smart-watches/haino-teko/haino-teko-c1-calling-watch-46mm,https://static.priceoye.pk/images/product-placeholder.jpg
Kieslect,Kieslect K11 Pro Smart Watch,"Rs. 10,999",,,https://priceoye.pk/smart-watches/kieslect/kieslect-k11-pro-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
WS8,WS8 Ultra Bluetooth Calling Watch,"Rs. 4,699","
                Rs. 8,000            ","
                (41% OFF)            ",https://priceoye.pk/smart-watches/assorted/ws8-ultra-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Y8,Y8 Ultra Smart Watch,"Rs. 5,299","
                Rs. 6,499            ","
                (18% OFF)            ",https://priceoye.pk/smart-watches/assorted/y8-ultra-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
HOTTU,HOTTU HOT8 Pro Smart Watch,"Rs. 6,899","
                Rs. 7,999            ","
                (14% OFF)            ",https://priceoye.pk/smart-watches/hottu/hottu-hot8-pro-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
EW08,EW08 Ultra Smart Watch,"Rs. 3,199","
                Rs. 3,899            ","
                (18% OFF)            ",https://priceoye.pk/smart-watches/assorted/ew08-ultra-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Kieslect,Kieslect KS Smart Calling Watch,"Rs. 16,299","
                Rs. 16,999            ","
                (4% OFF)            ",https://priceoye.pk/smart-watches/kieslect/kieslect-ks-smart-calling-watch,https://static.priceoye.pk/images/product-placeholder.jpg
WearFit,WearFit HK9 Pro Smart Watch,"Rs. 8,149","
                Rs. 8,999            ","
                (9% OFF)            ",https://priceoye.pk/smart-watches/assorted/wearfit-hk9-pro-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
I8,I8 Ultra Smart Watch with TWS Earphones (2 Straps in 1),"Rs. 3,599","
                Rs. 3,999            ","
                (10% OFF)            ",https://priceoye.pk/smart-watches/assorted/i8-ultra-smart-watch-with-tws-earphones-2-straps-in-1,https://static.priceoye.pk/images/product-placeholder.jpg
HK8,HK8 Pro Smart Watch,"Rs. 6,599","
                Rs. 7,499            ","
                (12% OFF)            ",https://priceoye.pk/smart-watches/assorted/hk8-pro-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Joyroom,Joyroom FT1 Pro Smart Watch,"Rs. 6,449","
                Rs. 6,799            ","
                (5% OFF)            ",https://priceoye.pk/smart-watches/joyroom/joyroom-ft1-pro-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Kepup,Kepup Smart Watch W200,"Rs. 4,799","
                Rs. 5,300            ","
                (9% OFF)            ",https://priceoye.pk/smart-watches/kepup/kepup-smart-watch-w200,https://static.priceoye.pk/images/product-placeholder.jpg
Letscom,Letscom Fitness Tracker (ID152),"Rs. 3,249","
                Rs. 5,500            ","
                (41% OFF)            ",https://priceoye.pk/smart-watches/letscom/letscom-fitness-tracker-id152,https://static.priceoye.pk/images/product-placeholder.jpg
DT101,DT101 Smart Watch,"Rs. 5,299","
                Rs. 6,000            ","
                (12% OFF)            ",https://priceoye.pk/smart-watches/assorted/dt101-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
U8,U8 Ultra Max Smart Watch,"Rs. 6,999","
                Rs. 7,999            ","
                (13% OFF)            ",https://priceoye.pk/smart-watches/assorted/u8-ultra-max-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Soundpeats,Soundpeats Watch 2 Smartwatch,"Rs. 6,999","
                Rs. 8,499            ","
                (18% OFF)            ",https://priceoye.pk/smart-watches/soundpeats/soundpeats-watch-2-smartwatch,https://static.priceoye.pk/images/product-placeholder.jpg
XS8,XS8 Pro Ultra Smart Watch,"Rs. 3,199","
                Rs. 3,699            ","
                (14% OFF)            ",https://priceoye.pk/smart-watches/assorted/xs8-pro-ultra-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Xinji,Xinji Cobee C1 Pros Smart Watch,"Rs. 9,099","
                Rs. 10,799            ","
                (16% OFF)            ",https://priceoye.pk/smart-watches/xinji/xinji-cobee-c1-pros-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Xinji,Xinji Nothing 1 Smart Watch,"Rs. 11,549","
                Rs. 13,499            ","
                (14% OFF)            ",https://priceoye.pk/smart-watches/xinji/xinji-nothing-1-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
S8,S8 Ultra Max Smart Watch,"Rs. 3,549","
                Rs. 3,999            ","
                (11% OFF)            ",https://priceoye.pk/smart-watches/assorted/s8-ultra-max-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Haino,Haino Teko RW16 Smart Watch (2 Straps in 1),"Rs. 6,349","
                Rs. 6,999            ","
                (9% OFF)            ",https://priceoye.pk/smart-watches/haino-teko/haino-teko-rw16-smart-watch-2-straps-in-1,https://static.priceoye.pk/images/product-placeholder.jpg
Realme,Realme Band 2,"Rs. 8,899","
                Rs. 10,000            ","
                (11% OFF)            ",https://priceoye.pk/smart-watches/realme/realme-band-2,https://static.priceoye.pk/images/product-placeholder.jpg
Samsung,Samsung Galaxy Watch 4 Bluetooth 44mm (R870),"Rs. 40,999","
                Rs. 42,000            ","
                (2% OFF)            ",https://priceoye.pk/smart-watches/samsung/samsung-galaxy-watch-4-bluetooth-44mm-r870,https://static.priceoye.pk/images/product-placeholder.jpg
Amazfit,Amazfit TRex Pro,"Rs. 28,799","
                Rs. 30,999            ","
                (7% OFF)            ",https://priceoye.pk/smart-watches/amazfit/amazfit-trex-pro,https://static.priceoye.pk/images/product-placeholder.jpg
Haylou,Haylou GST Smart Watch,"Rs. 6,999","
                Rs. 8,000            ","
                (13% OFF)            ",https://priceoye.pk/smart-watches/haylou/haylou-gst,https://static.priceoye.pk/images/product-placeholder.jpg
Huawei,Huawei Watch GT 3 (46mm),"Rs. 52,999","
                Rs. 62,999            ","
                (16% OFF)            ",https://priceoye.pk/smart-watches/huawei/huawei-watch-gt-3-46mm,https://static.priceoye.pk/images/product-placeholder.jpg
Haylou,Haylou GST Lite Smart Watch,"Rs. 5,999","
                Rs. 6,100            ","
                (2% OFF)            ",https://priceoye.pk/smart-watches/haylou/haylou-gst-lite-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
J7,J7 Pro Smart Watch (45mm),"Rs. 5,199","
                Rs. 6,500            ","
                (20% OFF)            ",https://priceoye.pk/smart-watches/assorted/j7-pro-smart-watch-45mm,https://static.priceoye.pk/images/product-placeholder.jpg
W17,W17 45mm Smart Watch,"Rs. 3,649","
                Rs. 4,500            ","
                (19% OFF)            ",https://priceoye.pk/smart-watches/assorted/w17-45mm-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Yolo,Yolo Fortuner Pro Calling Watch,"Rs. 9,399","
                Rs. 10,000            ","
                (6% OFF)            ",https://priceoye.pk/smart-watches/yolo/yolo-fortuner-pro-calling-watch,https://static.priceoye.pk/images/product-placeholder.jpg
KD99,KD99 Bluetooth Calling Smartwatch,"Rs. 3,599","
                Rs. 5,199            ","
                (31% OFF)            ",https://priceoye.pk/smart-watches/assorted/kd99-bluetooth-calling-smartwatch,https://static.priceoye.pk/images/product-placeholder.jpg
HW8,HW8 Max Bluetooth Calling Watch,"Rs. 6,299","
                Rs. 8,000            ","
                (21% OFF)            ",https://priceoye.pk/smart-watches/assorted/hw8-ultra-bluetooth-calling-watch,https://static.priceoye.pk/images/product-placeholder.jpg
X-Power,X-Power Watch Series 8,"Rs. 3,499","
                Rs. 3,999            ","
                (13% OFF)            ",https://priceoye.pk/smart-watches/assorted/x-power-watch-series-8,https://static.priceoye.pk/images/product-placeholder.jpg
TW8,TW8 Ultra Smart Watch,"Rs. 5,299","
                Rs. 6,499            ","
                (18% OFF)            ",https://priceoye.pk/smart-watches/assorted/tw8-ultra-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
QCY,QCY GTC Smart Watch,"Rs. 6,699","
                Rs. 7,999            ","
                (16% OFF)            ",https://priceoye.pk/smart-watches/qcy/qcy-gtc-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
I7,I7 Pro 44mm Smart Watch,"Rs. 3,499","
                Rs. 4,999            ","
                (30% OFF)            ",https://priceoye.pk/smart-watches/assorted/i7-pro-44mm-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Haino,Haino Teko T81 Mini Smart Watch,"Rs. 5,999","
                Rs. 8,500            ","
                (29% OFF)            ",https://priceoye.pk/smart-watches/haino-teko/haino-teko-t81-mini-smartwatch,https://static.priceoye.pk/images/product-placeholder.jpg
T500,T500 Plus Pro Smart Watch,"Rs. 2,499","
                Rs. 4,500            ","
                (44% OFF)            ",https://priceoye.pk/smart-watches/assorted/t500-plus-pro-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Haino,Haino Teko T85 Max SmartWatch,"Rs. 6,699","
                Rs. 9,500            ","
                (29% OFF)            ",https://priceoye.pk/smart-watches/haino-teko/haino-teko-t85-max-smartwatch,https://static.priceoye.pk/images/product-placeholder.jpg
Realme,Realme Smart Watch,"Rs. 15,899",,,https://priceoye.pk/smart-watches/realme/realme-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Amazfit,Amazfit GTR 2 Sports,"Rs. 27,699",,,https://priceoye.pk/smart-watches/amazfit/amazfit-gtr-2-sports,https://static.priceoye.pk/images/product-placeholder.jpg
Amazfit,Amazfit GTS 3,"Rs. 29,199",,,https://priceoye.pk/smart-watches/amazfit/amazfit-gts-3,https://static.priceoye.pk/images/product-placeholder.jpg
Amazfit,Amazfit GTS 2,"Rs. 22,299",,,https://priceoye.pk/smart-watches/amazfit/amazfit-gts-2,https://static.priceoye.pk/images/product-placeholder.jpg
Oneplus,Oneplus Smart Watch,"Rs. 25,499",,,https://priceoye.pk/smart-watches/oneplus/oneplus-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Samsung,Samsung Galaxy Fit 2,"Rs. 10,386",,,https://priceoye.pk/smart-watches/samsung/galaxy-fit-2,https://static.priceoye.pk/images/product-placeholder.jpg
Imilab,Imilab W02 Smart Watch,"Rs. 9,999",,,https://priceoye.pk/smart-watches/imilab/imilab-w02-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Xiaomi,Xiaomi Watch S1 Pro,"Rs. 54,499",,,https://priceoye.pk/smart-watches/xiaomi/xiaomi-watch-s1-pro,https://static.priceoye.pk/images/product-placeholder.jpg
Z8,Z8 Ultra Max Smart Watch,"Rs. 7,799",,,https://priceoye.pk/smart-watches/assorted/z8-ultra-max-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Amazfit,Amazfit GTS 2 Mini,"Rs. 16,999",,,https://priceoye.pk/smart-watches/amazfit/amazfit-gts-2-mini,https://static.priceoye.pk/images/product-placeholder.jpg
Apple,Apple Watch Series 7 (45mm),"Rs. 90,999",,,https://priceoye.pk/smart-watches/apple/apple-watch-series-7-45mm,https://static.priceoye.pk/images/product-placeholder.jpg
Realme,Realme Watch 2 Pro,"Rs. 13,499",,,https://priceoye.pk/smart-watches/realme/realme-watch-2-pro,https://static.priceoye.pk/images/product-placeholder.jpg
Samsung,Samsung Galaxy Watch 4 Bluetooth 40mm (R860),"Rs. 38,999",,,https://priceoye.pk/smart-watches/samsung/samsung-galaxy-watch-4-bluetooth-40mm-r860,https://static.priceoye.pk/images/product-placeholder.jpg
Amazfit,Amazfit GTR 3 Pro,"Rs. 41,999",,,https://priceoye.pk/smart-watches/amazfit/amazfit-gtr-3-pro,https://static.priceoye.pk/images/product-placeholder.jpg
Amazfit,Amazfit GTS 2E,"Rs. 22,199",,,https://priceoye.pk/smart-watches/amazfit/amazfit-gts-2e,https://static.priceoye.pk/images/product-placeholder.jpg
Mibro,Mibro Air Smart Watch,"Rs. 4,699",,,https://priceoye.pk/smart-watches/mibro/mibro-air-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Kieslect,Kieslect L11 Smart Watch,"Rs. 6,799",,,https://priceoye.pk/smart-watches/kieslect/kieslect-l11-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Huawei,Huawei Watch 3,"Rs. 69,599",,,https://priceoye.pk/smart-watches/huawei/huawei-watch-3,https://static.priceoye.pk/images/product-placeholder.jpg
Blulory,Blulory Glifo 3 Smart Watch,"Rs. 4,499",,,https://priceoye.pk/smart-watches/blulory/blulory-glifo-3,https://static.priceoye.pk/images/product-placeholder.jpg
Imilab,Imilab KW66 Smart Watch,"Rs. 6,199",,,https://priceoye.pk/smart-watches/imilab/imilab-kw66-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Fitbit,Fitbit Versa 3,"Rs. 37,999",,,https://priceoye.pk/smart-watches/fitbit/fitbit-versa-3,https://static.priceoye.pk/images/product-placeholder.jpg
Oraimo,Oraimo Tempo W2 Smart Watch,"Rs. 9,199",,,https://priceoye.pk/smart-watches/oraimo/oraimo-tempo-w2-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Xiaomi,Xiaomi Watch S1,"Rs. 38,999",,,https://priceoye.pk/smart-watches/xiaomi/mi-watch-s1,https://static.priceoye.pk/images/product-placeholder.jpg
Amazfit,Amazfit Bip 3,"Rs. 9,299",,,https://priceoye.pk/smart-watches/amazfit/amazfit-bip-3,https://static.priceoye.pk/images/product-placeholder.jpg
Realme,Realme TechLife Dizo Watch (DW-2001),"Rs. 6,499",,,https://priceoye.pk/smart-watches/realme/realme-techlife-dizo-watch-dw-2001,https://static.priceoye.pk/images/product-placeholder.jpg
EW03,EW03 Max Watch 8,"Rs. 3,499",,,https://priceoye.pk/smart-watches/assorted/ew03-max-watch-8,https://static.priceoye.pk/images/product-placeholder.jpg
GS7,GS7 Max Smart Watch,"Rs. 4,899",,,https://priceoye.pk/smart-watches/assorted/gs7-max-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
T800,T800 Pro Max Smart Watch,"Rs. 3,899",,,https://priceoye.pk/smart-watches/assorted/t800-pro-max-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
HW22,HW22 Smart Watch,"Rs. 3,199",,,https://priceoye.pk/smart-watches/assorted/hw22-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
HW16,HW16 Smart Watch,"Rs. 4,399",,,https://priceoye.pk/smart-watches/assorted/hw16-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
AUKEY,AUKEY Smartwatch LS-02,"Rs. 5,299",,,https://priceoye.pk/smart-watches/aukey/aukey-smartwatch,https://static.priceoye.pk/images/product-placeholder.jpg
Huawei,Huawei Watch Fit New,"Rs. 17,499",,,https://priceoye.pk/smart-watches/huawei/huawei-watch-fit-new,https://static.priceoye.pk/images/product-placeholder.jpg
Amazfit,Amazfit GTR 2 Smart Watch,"Rs. 26,499",,,https://priceoye.pk/smart-watches/amazfit/amazfit,https://static.priceoye.pk/images/product-placeholder.jpg
Amazfit,Amazfit GTR 2E,"Rs. 21,799",,,https://priceoye.pk/smart-watches/amazfit/amazfit-gtr-2e,https://static.priceoye.pk/images/product-placeholder.jpg
Haylou,Haylou LS02 Smart Watch,"Rs. 4,599",,,https://priceoye.pk/smart-watches/haylou/haylou-ls02,https://static.priceoye.pk/images/product-placeholder.jpg
Mibro,Mibro Color Smart Watch,"Rs. 6,999",,,https://priceoye.pk/smart-watches/mibro/mibro-color-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Imilab,Imilab W12 Smart Watch,"Rs. 7,499",,,https://priceoye.pk/smart-watches/imilab/imilab-w12-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Orafit,Orafit Mega Smart Watch,"Rs. 4,200",,,https://priceoye.pk/smart-watches/orafit/orafit-mega-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Xiaomi,Xiaomi Watch S1 Active,"Rs. 29,999",,,https://priceoye.pk/smart-watches/xiaomi/xiaomi-watch-s1-active,https://static.priceoye.pk/images/product-placeholder.jpg
Kieslect,Kieslect L11 Pro Smart Watch,"Rs. 8,499",,,https://priceoye.pk/smart-watches/kieslect/kieslect-l11-pro-smartwatch,https://static.priceoye.pk/images/product-placeholder.jpg
Realme,Realme TechLife Dizo Watch 2 (DW-2118),"Rs. 6,499",,,https://priceoye.pk/smart-watches/realme/realme-techlife-dizo-watch-2-dw-2118,https://static.priceoye.pk/images/product-placeholder.jpg
Huawei,Huawei Watch GT Runner,"Rs. 47,499",,,https://priceoye.pk/smart-watches/huawei/huawei-watch-gt-runner,https://static.priceoye.pk/images/product-placeholder.jpg
TG-38,TG-38 Ultra Smartwatch,"Rs. 6,199",,,https://priceoye.pk/smart-watches/assorted/tg-38-ultra-smartwatch,https://static.priceoye.pk/images/product-placeholder.jpg
GS3,GS3 Max Smart Watch,"Rs. 5,499",,,https://priceoye.pk/smart-watches/assorted/gs3-max-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
T5,T5 Max Smart Watch,"Rs. 3,299",,,https://priceoye.pk/smart-watches/assorted/t5-max-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
T55,T55 Plus Smart Watch Series 6 (44mm),"Rs. 2,999",,,https://priceoye.pk/smart-watches/assorted/t55-plus-smart-watch-series-6,https://static.priceoye.pk/images/product-placeholder.jpg
W27,W27 Pro Smart Watch,"Rs. 3,499",,,https://priceoye.pk/smart-watches/assorted/w27-pro-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
A22,A22 Smart Watch,"Rs. 3,599",,,https://priceoye.pk/smart-watches/assorted/a22-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
W17,W17 Pro Smart Watch,"Rs. 3,799",,,https://priceoye.pk/smart-watches/assorted/w17-pro-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
HW22,HW22 Pro Max Smart Watch,"Rs. 4,149",,,https://priceoye.pk/smart-watches/assorted/hw22-pro-max-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Mi,Mi Watch,"Rs. 18,199",,,https://priceoye.pk/smart-watches/xiaomi/mi-watch,https://static.priceoye.pk/images/product-placeholder.jpg
MI,MI Band 6,"Rs. 5,699",,,https://priceoye.pk/smart-watches/xiaomi/mi-band-6,https://static.priceoye.pk/images/product-placeholder.jpg
Samsung,Samsung Galaxy Watch 4 Classic Bluetooth 42mm (R880),"Rs. 51,689",,,https://priceoye.pk/smart-watches/samsung/samsung-galaxy-watch-4-classic-bluetooth-42mm-r880,https://static.priceoye.pk/images/product-placeholder.jpg
Amazfit,Amazfit Neo,"Rs. 5,999",,,https://priceoye.pk/smart-watches/amazfit/amazfit-neo,https://static.priceoye.pk/images/product-placeholder.jpg
Haylou,Haylou RS4 Smart Watch,"Rs. 8,999",,,https://priceoye.pk/smart-watches/haylou/haylou-rs4,https://static.priceoye.pk/images/product-placeholder.jpg
Huawei,Huawei Watch 3 Pro,"Rs. 74,999",,,https://priceoye.pk/smart-watches/huawei/huawei-watch-3-pro,https://static.priceoye.pk/images/product-placeholder.jpg
Huawei,Huawei Watch GT 2 Pro,"Rs. 38,499",,,https://priceoye.pk/smart-watches/huawei/huawei-watch-gt-2-pro,https://static.priceoye.pk/images/product-placeholder.jpg
Blulory,Blulory Glifo Smart Watch,"Rs. 4,199",,,https://priceoye.pk/smart-watches/blulory/blulory-glifo,https://static.priceoye.pk/images/product-placeholder.jpg
Oraimo,Oraimo Smart Watch 16,"Rs. 8,199",,,https://priceoye.pk/smart-watches/oraimo/oraimo-smart-watch-16,https://static.priceoye.pk/images/product-placeholder.jpg
Kieslect,Kieslect K11 Smart Watch,"Rs. 8,999",,,https://priceoye.pk/smart-watches/kieslect/kieslect-k11-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Imilab,Imilab W01 Smart Watch,"Rs. 6,299",,,https://priceoye.pk/smart-watches/imilab/imilab-w01-fitness-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Oraimo,Oraimo Tempo 2C  Smart Fit Band (OFB 12),"Rs. 2,699",,,https://priceoye.pk/smart-watches/oraimo/oraimo-tempo-2c-ofb-12,https://static.priceoye.pk/images/product-placeholder.jpg
Huawei,Huawei Watch GT 2 (46mm),"Rs. 28,499",,,https://priceoye.pk/smart-watches/huawei/huawei-watch-gt-2,https://static.priceoye.pk/images/product-placeholder.jpg
Haylou,Haylou Solar LS05 Smart Watch,"Rs. 4,599",,,https://priceoye.pk/smart-watches/haylou/haylou-solar-ls05,https://static.priceoye.pk/images/product-placeholder.jpg
Amazfit,Amazfit Bip U,"Rs. 9,099",,,https://priceoye.pk/smart-watches/amazfit/amazfit-bip-u,https://static.priceoye.pk/images/product-placeholder.jpg
Amazfit,Amazfit GTR 47mm,"Rs. 15,999",,,https://priceoye.pk/smart-watches/amazfit/amazfit-gtr-47mm,https://static.priceoye.pk/images/product-placeholder.jpg
Amazfit,Amazfit GTR 3,"Rs. 30,999",,,https://priceoye.pk/smart-watches/amazfit/amazfit-gtr-3,https://static.priceoye.pk/images/product-placeholder.jpg
Haylou,Haylou RT2 Smart Watch,"Rs. 7,549",,,https://priceoye.pk/smart-watches/haylou/haylou-rt2,https://static.priceoye.pk/images/product-placeholder.jpg
Kieslect,Kieslect K10 Smart Watch,"Rs. 5,999",,,https://priceoye.pk/smart-watches/kieslect/kieslect-k10-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Mi,Mi Smart Band 5,"Rs. 4,799",,,https://priceoye.pk/smart-watches/xiaomi/mi-smart-band-5,https://static.priceoye.pk/images/product-placeholder.jpg
Realme,Realme Watch 2,"Rs. 6,600",,,https://priceoye.pk/smart-watches/realme/realme-watch-2,https://static.priceoye.pk/images/product-placeholder.jpg
Fitbit,Fitbit Inspire 2,"Rs. 15,599",,,https://priceoye.pk/smart-watches/fitbit/fitbit-inspire-2,https://static.priceoye.pk/images/product-placeholder.jpg
Soundpeats,Soundpeats Watch Pro 1,"Rs. 6,399",,,https://priceoye.pk/smart-watches/soundpeats/soundpeats-watch-pro-1,https://static.priceoye.pk/images/product-placeholder.jpg
Redmi,Redmi Smart Band Pro,"Rs. 8,999",,,https://priceoye.pk/smart-watches/xiaomi/redmi-smart-band-pro,https://static.priceoye.pk/images/product-placeholder.jpg
Oraimo,Oraimo Tempo S2 Smart Watch,"Rs. 5,299",,,https://priceoye.pk/smart-watches/oraimo/oraimo-tempo-s2-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Xinji,Xinji Pagt G2 Smart Watch,"Rs. 9,499",,,https://priceoye.pk/smart-watches/xinji/xinji-pagt-g2,https://static.priceoye.pk/images/product-placeholder.jpg
Oraimo,Oraimo Tempo S Smart Watch (OSW-11),"Rs. 4,299",,,https://priceoye.pk/smart-watches/oraimo/oraimo-tempo-s-smart-watch-osw-11,https://static.priceoye.pk/images/product-placeholder.jpg
Dany,Dany Callfit-5 Smart Watch,"Rs. 8,499",,,https://priceoye.pk/smart-watches/dany/dany-callfit-5-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Itel,Itel Smart Fitband IFB-31,"Rs. 3,899",,,https://priceoye.pk/smart-watches/itel/itel-smart-fitband-ifb-31,https://static.priceoye.pk/images/product-placeholder.jpg
S8,S8 Pro Smart Watch,"Rs. 5,299",,,https://priceoye.pk/smart-watches/assorted/s8-pro-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
V8,V8 Ultra Bluetooth Calling Watch,"Rs. 6,399",,,https://priceoye.pk/smart-watches/assorted/v8-ultra-bluetooth-calling-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Big,Big EW01 Smart Watch,"Rs. 3,399",,,https://priceoye.pk/smart-watches/assorted/big-ew01-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Watch,Watch 8 Plus Smart Watch,"Rs. 2,999",,,https://priceoye.pk/smart-watches/assorted/watch-8-plus-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
T200,T200 Plus Smart Watch,"Rs. 3,799",,,https://priceoye.pk/smart-watches/assorted/t200-plus-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
X8,X8 Plus Ultra Bluetooth Calling Watch,"Rs. 5,799",,,https://priceoye.pk/smart-watches/assorted/x8-plus-ultra-bluetooth-calling-watch,https://static.priceoye.pk/images/product-placeholder.jpg
HW21,HW21 Smart Watch,"Rs. 4,799",,,https://priceoye.pk/smart-watches/assorted/hw21-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Dany,Dany Smart  Fit 3 Smart Watch,"Rs. 5,299",,,https://priceoye.pk/smart-watches/dany/dany-smart-fit-3-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
T56+,T56+ Bluetooth Calling Watch,"Rs. 6,200",,,https://priceoye.pk/smart-watches/assorted/t56-bluetooth-calling-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Dizo,Dizo Watch 2 Sports,"Rs. 5,999",,,https://priceoye.pk/smart-watches/realme/dizo-watch-2-sports,https://static.priceoye.pk/images/product-placeholder.jpg
Huawei,Huawei Watch GT 2 (42 mm),"Rs. 27,000",,,https://priceoye.pk/smart-watches/huawei/huawei-watch-gt-2-42-mm,https://static.priceoye.pk/images/product-placeholder.jpg
Joyroom,Joyroom FT-1 Smart Watch,"Rs. 5,600",,,https://priceoye.pk/smart-watches/joyroom/joyroom-ft-1-smart-watch,https://static.priceoye.pk/images/product-placeholder.jpg
Blulory,Blulory Glifo Smart Watch series 7,"Rs. 5,000",,,https://priceoye.pk/smart-watches/blulory/blulory-glifo-smart-watch-series-7,https://static.priceoye.pk/images/product-placeholder.jpg
Blulory,Blulory Glifo 2 Pro,"Rs. 5,499",,,https://priceoye.pk/smart-watches/blulory/blulory-glifo-2-pro,https://static.priceoye.pk/images/product-placeholder.jpg
Fitbit,Fitbit Versa 2,"Rs. 28,000",,,https://priceoye.pk/smart-watches/fitbit/fitbit-versa-2,https://static.priceoye.pk/images/product-placeholder.jpg
Apple,Apple Watch Ultra (49mm),"Rs. 220,000",,,https://priceoye.pk/smart-watches/apple/apple-watch-ultra-49mm,https://static.priceoye.pk/images/product-placeholder.jpg
Amazfit,Amazfit GTS4 Mini,"Rs. 20,000",,,https://priceoye.pk/smart-watches/amazfit/amazfit-gts4-mini,https://static.priceoye.pk/images/product-placeholder.jpg
